-1.940729980468749893e+00,-1.008300781250000000e-01,5.185546875000000000e-01,4.418945312500000000e-02,2.802734375000000000e-01
-1.908362304687498678e-01,-1.008300781250000000e-01,5.185546875000000000e-01,4.418945312500000000e-02,2.802734375000000000e-01
-1.940729980468749893e+00,-1.135253906250000000e-01,5.185546875000000000e-01,4.418945312500000000e-02,2.802734375000000000e-01
-1.940729980468749893e+00,-1.008300781250000000e-01,8.994140625000000000e-01,4.418945312500000000e-02,2.802734375000000000e-01
-1.940729980468749893e+00,-1.008300781250000000e-01,5.185546875000000000e-01,2.441406250000000000e-04,2.802734375000000000e-01
-1.940729980468749893e+00,-1.008300781250000000e-01,5.185546875000000000e-01,4.418945312500000000e-02,6.933593750000000000e-02
-1.940729980468749893e+00,-1.135253906250000000e-01,8.994140625000000000e-01,2.441406250000000000e-04,6.933593750000000000e-02
-1.908362304687498678e-01,-1.008300781250000000e-01,8.994140625000000000e-01,2.441406250000000000e-04,6.933593750000000000e-02
-1.908362304687498678e-01,-1.135253906250000000e-01,5.185546875000000000e-01,2.441406250000000000e-04,6.933593750000000000e-02
-1.908362304687498678e-01,-1.135253906250000000e-01,8.994140625000000000e-01,4.418945312500000000e-02,6.933593750000000000e-02
-1.908362304687498678e-01,-1.135253906250000000e-01,8.994140625000000000e-01,2.441406250000000000e-04,2.802734375000000000e-01
-1.908362304687498678e-01,-1.135253906250000000e-01,8.994140625000000000e-01,2.441406250000000000e-04,6.933593750000000000e-02
-6.680799804687498344e-01,2.416992187500000000e-02,1.855468750000000000e-02,-8.081054687500000000e-02,7.802734375000000000e-01
-1.463486230468749927e+00,2.416992187500000000e-02,1.855468750000000000e-02,-8.081054687500000000e-02,7.802734375000000000e-01
-6.680799804687498344e-01,1.147460937500000000e-02,1.855468750000000000e-02,-8.081054687500000000e-02,7.802734375000000000e-01
-6.680799804687498344e-01,2.416992187500000000e-02,3.994140625000000000e-01,-8.081054687500000000e-02,7.802734375000000000e-01
-6.680799804687498344e-01,2.416992187500000000e-02,1.855468750000000000e-02,-1.247558593750000000e-01,7.802734375000000000e-01
